id,paper_id,author_id
249,146,242
250,146,243
251,97,147
252,97,148
253,97,149
254,97,150
255,147,7111
256,147,26
257,95,7112
258,177,294
259,177,295
260,107,18
261,107,166
262,107,16
263,107,167
264,107,168
265,107,7113
266,107,7023
267,107,171
268,107,134
269,158,259
270,158,260
271,105,162
272,105,163
273,105,107
274,183,308
275,173,290
276,173,291
277,171,7064
278,171,284
279,171,285
280,171,286
281,171,287
282,124,202
283,124,203
284,124,204
285,131,219
286,131,40
287,131,43
288,100,155
289,100,54
290,138,229
291,138,230
292,168,280
293,168,251
294,168,40
295,126,207
296,126,208
297,126,209
298,152,249
299,152,250
300,152,251
301,152,40
302,178,296
303,178,177
304,132,220
305,145,239
306,121,199
307,93,141
308,93,142
309,182,58
310,182,306
311,182,307
312,182,40
313,125,205
314,125,206
315,163,265
316,163,7114
317,116,186
318,116,7115
319,133,221
320,114,182
321,165,269
322,164,267
323,164,268
324,98,7116
325,120,192
326,120,7117
327,120,7118
328,120,195
329,120,196
330,120,197
331,120,198
332,111,51
333,111,52
334,115,183
335,115,184
336,115,7119
337,130,218
338,153,210
339,153,213
340,136,227
341,108,172
342,108,173
343,108,174
344,160,140
345,157,257
346,157,258
347,157,94
348,188,316
349,188,317
350,188,122
351,103,158
352,144,236
353,144,237
354,144,238
355,187,314
356,187,47
357,187,315
358,172,288
359,172,289
360,169,281
361,99,152
362,99,153
363,99,154
364,151,7074
365,151,7075
366,151,7076
367,151,7077
368,166,270
369,166,271
370,166,272
371,166,273
372,166,274
373,166,275
374,166,276
375,166,277
376,166,278
377,137,228
378,137,7120
379,104,160
380,104,159
381,104,161
382,155,254
383,155,255
384,159,124
385,159,261
386,159,125
387,110,17
388,110,168
389,110,169
390,189,318
391,189,319
392,179,297
393,179,298
394,179,299
395,179,300
396,128,216
397,167,279
398,170,282
399,174,292
400,112,177
401,224,367
402,255,7064
403,255,284
404,220,362
405,249,393
406,249,394
407,249,54
408,272,424
409,272,425
410,272,426
411,272,427
412,254,183
413,254,184
414,287,445
415,287,446
416,235,251
417,235,40
418,200,239
419,285,398
420,285,41
421,285,443
422,246,58
423,246,40
424,221,329
425,221,363
426,210,316
427,210,346
428,210,347
429,276,430
430,276,424
431,196,328
432,196,40
433,252,397
434,252,398
435,279,432
436,279,293
437,223,365
438,223,24
439,223,366
440,219,361
441,288,447
442,259,404
443,259,46
444,234,379
445,234,121
446,222,265
447,222,364
448,192,45
449,192,46
450,213,349
451,213,309
452,195,292
453,273,178
454,273,180
455,273,179
456,248,392
457,290,54
458,290,449
459,290,450
460,290,451
461,257,402
462,284,442
463,230,148
464,230,147
465,241,388
466,241,191
467,241,121
468,240,385
469,240,386
470,240,387
471,190,320
472,266,418
473,264,412
474,264,413
475,264,414
476,264,415
477,204,339
478,204,340
479,289,448
480,199,330
481,199,331
482,251,396
483,283,439
484,283,440
485,283,441
486,191,321
487,191,322
488,191,323
489,280,433
490,280,434
491,280,19
492,201,332
493,201,309
494,268,140
495,268,421
496,243,21
497,243,112
498,243,114
499,243,113
500,243,390
501,231,374
502,231,375
503,293,200
504,293,454
505,293,18
506,293,167
507,293,168
508,293,169
509,293,170
510,267,419
511,267,420
512,211,259
513,211,348
514,214,178
515,214,350
516,214,351
517,214,352
518,216,140
519,216,356
520,292,191
521,292,453
522,263,409
523,263,410
524,263,411
525,269,218
526,286,444
527,286,53
528,282,308
529,282,41
530,242,389
531,242,67
532,202,333
533,262,407
534,262,345
535,262,408
536,260,201
537,260,121
538,205,188
539,207,341
540,207,342
541,227,97
542,265,416
543,265,19
544,265,417
545,208,232
546,208,343
547,233,378
548,261,33
549,261,405
550,261,406
551,225,368
552,209,344
553,209,345
554,206,13
555,206,94
556,250,200
557,250,18
558,250,395
559,238,217
560,238,53
561,238,383
562,236,380
563,236,381
564,203,33
565,203,334
566,203,335
567,203,336
568,203,35
569,203,337
570,203,338
571,275,7065
572,275,7066
573,253,399
574,197,221
575,228,369
576,228,370
577,270,422
578,270,423
579,277,322
580,277,431
581,277,323
582,226,252
583,194,7067
584,194,7068
585,194,7069
586,193,324
587,193,202
588,232,376
589,232,377
590,212,101
591,244,391
592,274,99
593,274,428
594,274,429
595,229,371
596,229,372
597,229,373
598,258,403
599,258,43
600,218,41
601,218,358
602,218,281
603,218,359
604,218,360
605,218,42
606,237,127
607,237,382
608,237,16
609,239,28
610,239,384
611,239,30
612,245,4
613,215,353
614,215,315
615,215,47
616,215,314
617,215,354
618,215,355
619,217,357
620,217,246
621,281,435
622,281,436
623,281,437
624,281,438
625,256,400
626,256,401
627,291,452
628,198,329
629,437,329
630,437,363
631,299,458
632,299,459
633,299,460
634,322,220
635,350,7699
636,350,363
637,309,477
638,353,516
639,353,517
640,353,518
641,353,519
642,306,471
643,306,472
644,306,40
645,427,629
646,427,630
647,427,631
648,424,7699
649,319,485
650,398,172
651,398,589
652,371,549
653,336,239
654,336,7062
655,346,7700
656,346,511
657,346,52
658,382,303
659,382,571
660,382,572
661,425,7701
662,425,7702
663,302,465
664,302,398
665,302,41
666,302,466
667,302,467
668,339,505
669,421,621
670,421,424
671,363,535
672,423,624
673,423,309
674,356,523
675,356,524
676,303,468
677,374,554
678,374,229
679,374,555
680,402,77
681,402,95
682,402,206
683,330,341
684,358,111
685,358,309
686,358,525
687,358,526
688,372,125
689,372,550
690,359,265
691,359,364
692,359,527
693,295,7703
694,295,7704
695,360,528
696,360,529
697,328,292
698,328,7705
699,320,391
700,341,175
701,341,506
702,341,507
703,341,7108
704,403,176
705,403,7706
706,403,591
707,403,592
708,403,7707
709,403,7708
710,403,593
711,403,594
712,390,581
713,331,496
714,331,497
715,331,498
716,331,499
717,347,512
718,313,284
719,313,7064
720,313,481
721,329,388
722,329,121
723,378,562
724,362,532
725,362,533
726,362,534
727,366,199
728,366,542
729,335,503
730,335,504
731,438,641
732,438,642
733,333,501
734,311,479
735,311,480
736,311,41
737,317,385
738,375,424
739,375,466
740,375,556
741,396,585
742,396,586
743,396,587
744,396,7709
745,433,425
746,433,635
747,433,424
748,368,545
749,368,12
750,368,546
751,379,370
752,413,358
753,413,41
754,376,7710
755,376,557
756,376,558
757,376,41
758,384,574
759,384,221
760,384,165
761,384,7711
762,414,315
763,414,353
764,414,610
765,414,611
766,414,7712
767,432,146
768,316,484
769,316,413
770,377,559
771,377,560
772,377,561
773,365,539
774,365,540
775,365,541
776,385,7713
777,428,632
778,388,326
779,337,411
780,321,486
781,321,487
782,321,56
783,327,494
784,327,134
785,327,395
786,393,583
787,422,7714
788,422,622
789,422,7715
790,422,7716
791,326,492
792,326,493
793,380,563
794,380,564
795,380,565
796,380,566
797,380,567
798,380,568
799,380,569
800,387,576
801,387,577
802,387,578
803,344,510
804,389,579
805,389,580
806,315,483
807,397,67
808,397,489
809,397,588
810,361,530
811,361,531
812,405,7717
813,405,7718
814,405,7719
815,355,522
816,399,258
817,399,7720
818,406,601
819,406,602
820,406,89
821,369,547
822,369,548
823,417,615
824,417,616
825,370,140
826,370,421
827,298,182
828,338,191
829,434,636
830,434,637
831,434,638
832,434,639
833,307,473
834,307,474
835,416,614
836,297,97
837,297,144
838,351,513
839,351,514
840,408,605
841,300,461
842,300,462
843,300,463
844,300,464
845,312,457
846,340,231
847,294,455
848,294,448
849,325,4
850,373,7721
851,373,7722
852,373,7723
853,415,389
854,415,612
855,415,447
856,415,7724
857,412,99
858,324,490
859,324,491
860,343,423
861,343,26
862,343,509
863,296,308
864,296,457
865,430,331
866,430,330
867,318,368
868,318,121
869,308,475
870,308,476
871,429,191
872,429,633
873,381,570
874,381,46
875,420,619
876,420,620
877,391,7725
878,435,248
879,418,617
880,418,618
881,400,590
882,400,293
883,407,603
884,407,604
885,357,210
886,357,214
887,419,18
888,419,200
889,395,584
890,395,182
891,310,478
892,323,488
893,323,489
894,323,118
895,439,643
896,439,100
897,348,221
898,349,371
899,349,373
900,301,252
901,301,379
902,401,1640
903,401,53
904,314,200
905,314,482
906,314,395
907,394,291
908,394,139
909,332,500
910,332,11
911,332,100
912,436,640
913,386,575
914,354,7726
915,354,7727
916,354,7728
917,354,7729
918,410,7730
919,410,607
920,431,634
921,431,46
922,392,378
923,352,7731
924,352,7732
925,352,7733
926,352,7104
927,334,502
928,426,625
929,426,626
930,426,627
931,426,628
932,342,17
933,342,508
934,367,124
935,367,125
936,367,543
937,367,544
938,367,189
939,404,595
940,404,596
941,404,597
942,404,598
943,383,573
944,304,7734
945,304,469
946,304,7735
947,304,7736
948,411,608
949,411,609
950,364,7737
951,364,537
952,364,7738
953,364,7739
954,460,674
955,460,675
956,460,676
957,479,7740
958,479,692
959,575,632
960,575,7741
961,469,7742
962,469,424
963,450,308
964,541,763
965,541,41
966,541,764
967,539,518
968,539,519
969,539,516
970,545,770
971,491,7743
972,491,7744
973,566,791
974,478,7058
975,478,7059
976,478,7060
977,565,619
978,565,620
979,565,790
980,444,650
981,537,759
982,537,760
983,581,7745
984,581,41
985,526,748
986,526,749
987,580,809
988,580,309
989,483,524
990,483,523
991,483,699
992,483,700
993,449,535
994,449,661
995,449,662
996,527,750
997,527,46
998,443,647
999,443,364
1000,443,265
1001,443,648
1002,443,649
1003,521,178
1004,521,7746
1005,521,745
1006,521,746
1007,480,309
1008,480,332
1009,480,693
1010,480,111
1011,480,694
1012,480,695
1013,480,526
1014,480,696
1015,480,697
1016,448,659
1017,448,660
1018,448,413
1019,448,330
1020,550,7703
1021,550,334
1022,550,774
1023,476,332
1024,473,687
1025,458,671
1026,458,140
1027,553,775
1028,553,268
1029,517,337
1030,517,334
1031,569,754
1032,465,53
1033,576,797
1034,576,798
1035,576,799
1036,522,191
1037,524,676
1038,524,675
1039,524,674
1040,523,583
1041,475,7747
1042,475,33
1043,475,688
1044,560,784
1045,560,785
1046,555,7748
1047,555,7749
1048,555,7750
1049,555,7751
1050,555,7752
1051,555,7753
1052,468,636
1053,468,684
1054,504,112
1055,504,114
1056,504,113
1057,507,267
1058,464,680
1059,446,653
1060,446,654
1061,446,373
1062,446,655
1063,446,656
1064,559,422
1065,559,783
1066,534,757
1067,534,121
1068,562,418
1069,562,787
1070,562,54
1071,462,678
1072,462,679
1073,505,730
1074,505,731
1075,463,641
1076,513,739
1077,513,740
1078,513,54
1079,551,217
1080,499,172
1081,540,191
1082,540,388
1083,540,762
1084,582,7754
1085,582,7078
1086,582,811
1087,515,741
1088,515,642
1089,574,391
1090,574,795
1091,574,387
1092,574,386
1093,512,7755
1094,512,7756
1095,512,7757
1096,512,7758
1097,512,7759
1098,564,16
1099,564,788
1100,564,789
1101,557,779
1102,557,780
1103,557,200
1104,557,18
1105,570,7760
1106,570,489
1107,461,7761
1108,461,677
1109,533,121
1110,533,755
1111,533,7762
1112,452,666
1113,452,667
1114,573,7763
1115,573,540
1116,571,7764
1117,543,767
1118,543,413
1119,503,728
1120,503,578
1121,503,729
1122,492,7765
1123,585,585
1124,577,303
1125,577,7106
1126,542,765
1127,542,766
1128,549,772
1129,549,667
1130,549,773
1131,474,477
1132,532,753
1133,532,7766
1134,532,7067
1135,532,7767
1136,486,703
1137,486,704
1138,487,705
1139,487,706
1140,487,413
1141,487,707
1142,586,7768
1143,586,7769
1144,586,821
1145,586,7770
1146,586,7771
1147,586,824
1148,451,663
1149,451,664
1150,451,7772
1151,511,737
1152,511,738
1153,511,54
1154,447,657
1155,447,658
1156,447,562
1157,502,248
1158,502,727
1159,579,805
1160,579,806
1161,579,807
1162,579,808
1163,441,792
1164,441,645
1165,519,380
1166,519,743
1167,482,606
1168,556,778
1169,561,786
1170,516,742
1171,516,21
1172,490,4
1173,490,711
1174,471,609
1175,471,608
1176,471,685
1177,477,689
1178,477,690
1179,528,751
1180,528,228
1181,466,2398
1182,466,216
1183,554,776
1184,554,454
1185,554,170
1186,584,816
1187,584,817
1188,584,364
1189,584,818
1190,496,719
1191,496,7773
1192,496,721
1193,496,7774
1194,500,281
1195,558,781
1196,558,782
1197,558,216
1198,455,557
1199,501,722
1200,501,723
1201,501,724
1202,501,74
1203,501,725
1204,501,726
1205,506,7756
1206,488,324
1207,530,293
1208,489,253
1209,489,2449
1210,489,709
1211,489,7775
1212,457,7776
1213,453,124
1214,453,543
1215,453,668
1216,510,736
1217,454,7777
1218,536,303
1219,536,572
1220,536,200
1221,536,7778
1222,583,812
1223,583,813
1224,583,814
1225,583,815
1226,535,758
1227,535,253
1228,547,77
1229,547,95
1230,547,206
1231,481,698
1232,481,11
1233,493,716
1234,493,448
1235,529,431
1236,529,106
1237,563,371
1238,563,373
1239,495,457
1240,520,744
1241,520,191
1242,520,89
1243,546,7779
1244,546,578
1245,514,330
1246,514,331
1247,498,368
1248,498,121
1249,470,547
1250,509,590
1251,509,792
1252,472,686
1253,472,54
1254,567,7061
1255,459,672
1256,459,673
1257,442,575
1258,442,646
1259,568,792
1260,568,793
1261,494,717
1262,494,7780
1263,538,231
1264,538,326
1265,538,761
1266,531,752
1267,484,701
1268,484,256
1269,572,218
1270,440,292
1271,440,644
1272,440,324
1273,525,747
1274,485,7781
1275,467,682
1276,467,620
1277,467,619
1278,467,683
1279,456,7782
1280,456,669
1281,544,768
1282,544,7783
1283,508,733
1284,508,734
1285,508,735
1286,445,651
1287,445,652
1288,578,800
1289,578,801
1290,578,802
1291,578,803
1292,578,804
1293,548,771
1294,646,391
1295,669,911
1296,669,7784
1297,590,431
1298,590,7785
1299,590,323
1300,691,636
1301,691,942
1302,687,7786
1303,593,833
1304,593,7775
1305,593,303
1306,656,303
1307,656,200
1308,656,18
1309,657,431
1310,657,7785
1311,587,825
1312,587,21
1313,587,112
1314,616,94
1315,597,836
1316,605,7776
1317,605,547
1318,618,862
1319,612,856
1320,612,857
1321,660,7006
1322,694,946
1323,604,848
1324,604,191
1325,715,570
1326,715,46
1327,653,7755
1328,653,7757
1329,653,7756
1330,589,200
1331,589,2821
1332,589,7777
1333,647,893
1334,647,620
1335,674,388
1336,674,755
1337,674,191
1338,701,112
1339,701,114
1340,701,113
1341,665,7787
1342,665,7788
1343,659,902
1344,641,7789
1345,608,823
1346,608,7790
1347,663,906
1348,663,305
1349,643,7791
1350,643,7792
1351,643,7793
1352,706,239
1353,706,956
1354,706,7062
1355,690,941
1356,642,765
1357,642,766
1358,651,585
1359,651,448
1360,714,632
1361,714,121
1362,631,7112
1363,614,859
1364,614,7763
1365,712,964
1366,615,860
1367,693,706
1368,693,945
1369,693,707
1370,693,413
1371,648,894
1372,683,934
1373,699,231
1374,595,834
1375,595,835
1376,649,895
1377,649,246
1378,596,757
1379,679,368
1380,679,54
1381,639,878
1382,639,879
1383,639,880
1384,639,881
1385,709,961
1386,709,962
1387,709,963
1388,621,217
1389,621,562
1390,661,645
1391,661,173
1392,670,715
1393,602,845
1394,602,846
1395,636,7754
1396,636,7709
1397,652,896
1398,652,897
1399,611,419
1400,611,677
1401,611,855
1402,611,420
1403,634,485
1404,634,293
1405,650,884
1406,686,936
1407,686,937
1408,613,858
1409,622,758
1410,622,863
1411,622,864
1412,622,865
1413,682,47
1414,682,933
1415,628,686
1416,628,54
1417,637,876
1418,637,485
1419,680,928
1420,680,929
1421,680,930
1422,680,931
1423,617,861
1424,617,373
1425,609,247
1426,609,246
1427,716,966
1428,676,918
1429,676,919
1430,676,920
1431,676,921
1432,592,831
1433,592,832
1434,668,869
1435,668,473
1436,668,910
1437,627,869
1438,627,473
1439,619,765
1440,619,530
1441,644,887
1442,644,888
1443,644,889
1444,700,950
1445,601,843
1446,601,760
1447,601,844
1448,692,943
1449,692,944
1450,696,948
1451,696,575
1452,703,953
1453,703,7053
1454,695,947
1455,710,649
1456,710,648
1457,710,364
1458,710,489
1459,710,952
1460,678,659
1461,678,660
1462,678,926
1463,678,927
1464,678,413
1465,697,949
1466,697,216
1467,697,450
1468,673,245
1469,673,7054
1470,702,951
1471,702,364
1472,702,527
1473,702,952
1474,702,649
1475,702,648
1476,666,524
1477,666,909
1478,623,111
1479,623,309
1480,598,7797
1481,598,7798
1482,598,7799
1483,598,7800
1484,620,797
1485,620,309
1486,607,7801
1487,607,851
1488,607,7755
1489,607,852
1490,607,7735
1491,633,535
1492,633,661
1493,664,907
1494,664,582
1495,629,99
1496,629,221
1497,629,870
1498,629,871
1499,600,2625
1500,600,841
1501,600,842
1502,588,826
1503,588,4
1504,588,7802
1505,654,898
1506,654,899
1507,654,314
1508,654,47
1509,654,355
1510,625,868
1511,625,358
1512,625,41
1513,632,7802
1514,632,875
1515,632,7773
1516,632,5
1517,708,7803
1518,708,7804
1519,708,7805
1520,708,960
1521,630,7055
1522,630,7056
1523,640,882
1524,640,883
1525,640,631
1526,640,630
1527,591,557
1528,591,827
1529,591,7806
1530,591,829
1531,591,830
1532,672,41
1533,672,915
1534,672,916
1535,672,281
1536,672,42
1537,672,829
1538,681,7807
1539,681,7808
1540,681,7809
1541,681,7810
1542,681,932
1543,599,89
1544,624,866
1545,624,867
1546,626,191
1547,626,825
1548,638,562
1549,638,877
1550,638,217
1551,655,900
1552,655,330
1553,707,7779
1554,707,957
1555,603,847
1556,658,901
1557,662,759
1558,662,904
1559,662,905
1560,684,251
1561,645,890
1562,645,891
1563,645,892
1564,713,144
1565,713,7057
1566,685,935
1567,685,865
1568,667,6
1569,704,2534
1570,704,54
1571,704,787
1572,606,4108
1573,606,7811
1574,606,7814
1575,606,7813
1576,606,7719
1577,675,7815
1578,675,7816
1579,675,917
1580,675,7817
1581,635,796
1582,594,7818
1583,594,714
1584,594,505
1585,689,939
1586,689,940
1587,689,329
1588,610,853
1589,610,854
1590,705,7819
1591,677,922
1592,677,923
1593,677,924
1594,677,925
1595,677,133
1596,677,136
1597,671,912
1598,671,913
1599,671,914
1600,798,121
1601,798,388
1602,845,388
1603,845,121
1604,846,825
1605,846,191
1606,735,989
1607,754,1007
1608,754,485
1609,754,293
1610,814,1059
1611,814,457
1612,836,1076
1613,836,1077
1614,836,1078
1615,841,1081
1616,841,585
1617,817,239
1618,817,956
1619,817,7062
1620,724,178
1621,724,977
1622,746,998
1623,722,973
1624,722,974
1625,722,182
1626,838,1079
1627,838,172
1628,838,1080
1629,719,7820
1630,719,969
1631,831,906
1632,767,1020
1633,767,330
1634,808,562
1635,808,217
1636,808,1050
1637,721,971
1638,721,972
1639,869,231
1640,825,1071
1641,825,485
1642,789,1037
1643,789,448
1644,875,2821
1645,723,975
1646,723,976
1647,723,865
1648,745,768
1649,745,769
1650,796,950
1651,728,7795
1652,720,970
1653,781,769
1654,781,332
1655,781,1032
1656,781,1033
1657,824,1070
1658,824,748
1659,833,2821
1660,833,16
1661,823,1068
1662,823,1069
1663,818,7821
1664,818,1063
1665,791,946
1666,749,893
1667,749,620
1668,749,7037
1669,873,1497
1670,802,1045
1671,802,819
1672,840,645
1673,747,999
1674,816,1061
1675,816,100
1676,816,670
1677,837,618
1678,874,7822
1679,874,7823
1680,803,1046
1681,803,7023
1682,803,395
1683,803,732
1684,803,18
1685,748,1000
1686,748,1001
1687,801,188
1688,801,7824
1689,815,893
1690,815,1060
1691,815,323
1692,822,1066
1693,822,1067
1694,811,698
1695,739,947
1696,821,7825
1697,821,7826
1698,762,1016
1699,762,1017
1700,762,1018
1701,839,7827
1702,839,7828
1703,862,1101
1704,862,1102
1705,849,1707
1706,849,7044
1707,849,7045
1708,849,7047
1709,849,7048
1710,786,999
1711,726,984
1712,737,992
1713,737,993
1714,737,865
1715,737,994
1716,775,7009
1717,775,1027
1718,775,1028
1719,806,7829
1720,806,988
1721,850,549
1722,850,555
1723,854,1070
1724,854,1091
1725,772,485
1726,772,876
1727,730,869
1728,730,473
1729,804,1047
1730,804,1048
1731,804,1049
1732,757,584
1733,780,631
1734,717,763
1735,717,41
1736,717,764
1737,766,922
1738,766,923
1739,766,924
1740,766,925
1741,756,1009
1742,756,1010
1743,756,1011
1744,756,1012
1745,868,458
1746,868,1116
1747,868,1117
1748,835,466
1749,835,424
1750,768,1021
1751,768,1022
1752,783,759
1753,783,905
1754,783,1034
1755,793,1040
1756,793,1041
1757,776,359
1758,776,1029
1759,776,41
1760,777,1030
1761,800,849
1762,800,632
1763,800,54
1764,790,1038
1765,790,489
1766,790,1039
1767,782,231
1768,743,996
1769,736,990
1770,736,749
1771,736,41
1772,736,991
1773,848,1085
1774,848,1086
1775,872,2863
1776,872,7830
1777,872,7831
1778,843,754
1779,843,325
1780,843,2849
1781,843,7832
1782,788,448
1783,770,1023
1784,770,343
1785,765,405
1786,865,7833
1787,865,7834
1788,773,934
1789,773,325
1790,764,1019
1791,764,330
1792,764,754
1793,742,585
1794,750,1003
1795,750,368
1796,830,1075
1797,830,927
1798,830,660
1799,830,413
1800,769,7042
1801,769,134
1802,769,200
1803,769,776
1804,769,7043
1805,856,1094
1806,856,4
1807,863,1103
1808,863,146
1809,761,99
1810,761,566
1811,761,221
1812,761,1015
1813,761,371
1814,876,968
1815,876,1123
1816,876,7062
1817,794,1042
1818,779,16
1819,779,1031
1820,741,7835
1821,871,1118
1822,871,1119
1823,758,7824
1824,758,7836
1825,758,7837
1826,820,686
1827,820,632
1828,820,54
1829,805,248
1830,826,976
1831,826,865
1832,718,967
1833,718,595
1834,810,1052
1835,810,1053
1836,810,1054
1837,810,1055
1838,810,1016
1839,778,941
1840,727,216
1841,727,985
1842,755,1008
1843,755,7790
1844,877,7049
1845,877,7050
1846,731,7039
1847,731,7040
1848,731,7041
1849,864,1104
1850,864,1105
1851,864,1106
1852,864,1107
1853,864,1108
1854,864,1002
1855,864,1109
1856,864,7838
1857,864,620
1858,864,7839
1859,729,465
1860,729,986
1861,857,1095
1862,857,7103
1863,725,978
1864,725,979
1865,725,980
1866,725,981
1867,725,982
1868,725,983
1869,834,721
1870,819,178
1871,819,200
1872,819,167
1873,832,7840
1874,832,7841
1875,842,1082
1876,842,1005
1877,738,217
1878,867,1114
1879,867,1115
1880,771,7842
1881,771,7843
1882,866,1113
1883,866,172
1884,752,1004
1885,752,1005
1886,809,937
1887,809,1051
1888,809,936
1889,795,7844
1890,795,7845
1891,795,699
1892,792,570
1893,792,46
1894,858,1002
1895,858,1096
1896,858,620
1897,858,7846
1898,861,1099
1899,861,1100
1900,751,659
1901,751,660
1902,751,413
1903,851,647
1904,851,1087
1905,851,1983
1906,763,716
1907,763,7847
1908,763,839
1909,763,837
1910,827,1072
1911,787,1035
1912,787,1036
1913,759,1014
1914,759,636
1915,774,1025
1916,852,1089
1917,852,547
1918,740,7786
1919,812,1056
1920,812,1057
1921,860,1098
1922,784,1016
1923,784,7848
1924,784,1018
1925,853,1090
1926,855,7849
1927,855,7850
1928,855,7851
1929,844,7852
1930,844,7853
1931,859,488
1932,807,769
1933,807,768
1934,807,7854
1935,807,585
1936,829,465
1937,829,1074
1938,870,405
1939,734,987
1940,734,988
1941,733,144
1942,799,1044
1943,828,1073
1944,828,606
1945,813,1058
1946,797,810
1947,753,7038
1948,760,897
1949,760,54
1950,744,997
1951,898,1140
1952,898,41
1953,898,7855
1954,983,1218
1955,983,191
1956,973,1210
1957,973,1035
1958,973,1189
1959,986,1219
1960,942,473
1961,942,1146
1962,909,1152
1963,909,1020
1964,909,330
1965,904,890
1966,935,1168
1967,935,1169
1968,935,1170
1969,945,6917
1970,945,6918
1971,945,519
1972,945,516
1973,972,471
1974,972,7016
1975,972,7017
1976,972,7018
1977,974,7025
1978,974,7026
1979,1017,1240
1980,1017,7058
1981,1017,7059
1982,888,759
1983,888,54
1984,1013,1234
1985,1013,1235
1986,954,1186
1987,954,386
1988,954,1187
1989,928,739
1990,928,1164
1991,928,54
1992,891,1135
1993,891,460
1994,891,1136
1995,1020,1242
1996,1020,347
1997,1020,316
1998,902,473
1999,902,1146
2000,902,748
2001,884,739
2002,884,54
2003,992,388
2004,992,54
2005,890,912
2006,890,1133
2007,890,1134
2008,890,913
2009,926,618
2010,905,893
2011,905,323
2012,944,2504
2013,944,1178
2014,979,1200
2015,913,947
2016,913,1155
2017,925,485
2018,1001,371
2019,1001,1230
2020,918,1046
2021,918,7023
2022,918,7024
2023,901,1144
2024,901,1145
2025,952,1184
2026,952,1185
2027,917,1061
2028,917,100
2029,991,1222
2030,991,329
2031,878,888
2032,878,1124
2033,965,1200
2034,965,1185
2035,996,189
2036,976,1213
2037,976,2260
2038,976,7856
2039,934,7844
2040,934,699
2041,914,7857
2042,914,7858
2043,914,7726
2044,970,1208
2045,970,7725
2046,931,1166
2047,931,7725
2048,951,1019
2049,951,754
2050,951,330
2051,912,7014
2052,912,1804
2053,912,7015
2054,981,754
2055,981,1019
2056,981,330
2057,1018,1023
2058,1018,585
2059,932,7860
2060,887,539
2061,887,1132
2062,889,964
2063,889,1112
2064,916,1159
2065,916,325
2066,930,94
2067,971,562
2068,971,1209
2069,964,178
2070,964,977
2071,966,1201
